id,label
2499,positive
2500,negative
2501,negative
2502,positive
2503,negative
2504,positive
2505,negative
2506,negative
2507,negative
2508,positive
2509,positive
2510,negative
2511,positive
2512,negative
2513,negative
2514,negative
2515,negative
2516,negative
2517,negative
2518,negative
2519,negative
2520,negative
2521,negative
2522,negative
2523,positive
2524,positive
2525,negative
2526,negative
2527,negative
2528,positive
2529,negative
2530,positive
2531,negative
2532,negative
2533,positive
2534,positive
2535,negative
2536,positive
2537,positive
2538,negative
2539,negative
2540,negative
2541,positive
2542,negative
2543,positive
2544,negative
2545,positive
2546,negative
2547,negative
2548,negative
2549,negative
2550,negative
2551,negative
2552,positive
2553,negative
2554,positive
2555,positive
2556,positive
2557,negative
2558,negative
2559,negative
2560,positive
2561,negative
2562,negative
2563,negative
2564,negative
2565,negative
2566,negative
2567,negative
2568,positive
2569,positive
2570,negative
2571,positive
2572,positive
2573,positive
2574,positive
2575,positive
2576,negative
2577,negative
2578,negative
2579,positive
2580,positive
2581,negative
2582,positive
2583,positive
2584,negative
2585,negative
2586,positive
2587,negative
2588,negative
2589,positive
2590,negative
2591,negative
2592,negative
2593,negative
2594,negative
2595,negative
2596,negative
2597,negative
2598,negative
2599,negative
2600,positive
2601,negative
2602,positive
2603,negative
2604,negative
2605,negative
2606,negative
2607,positive
2608,positive
2609,negative
2610,positive
2611,positive
2612,negative
2613,positive
2614,negative
2615,negative
2616,negative
2617,negative
2618,positive
2619,negative
2620,negative
2621,negative
2622,negative
2623,negative
2624,negative
2625,positive
2626,negative
2627,positive
2628,positive
2629,negative
2630,negative
2631,negative
2632,negative
2633,negative
2634,positive
2635,negative
2636,positive
2637,positive
2638,negative
2639,positive
2640,negative
2641,negative
2642,negative
2643,negative
2644,positive
2645,negative
2646,negative
2647,negative
2648,positive
2649,negative
2650,negative
2651,positive
2652,negative
2653,positive
2654,negative
2655,negative
2656,positive
2657,negative
2658,negative
2659,negative
2660,negative
2661,negative
2662,positive
2663,negative
2664,negative
2665,negative
2666,negative
2667,positive
2668,negative
2669,negative
2670,positive
2671,negative
2672,positive
2673,positive
2674,positive
2675,positive
2676,negative
2677,negative
2678,negative
2679,positive
2680,positive
2681,negative
2682,negative
2683,negative
2684,negative
2685,positive
2686,negative
2687,positive
2688,negative
2689,positive
2690,negative
2691,negative
2692,positive
2693,positive
2694,negative
2695,positive
2696,negative
2697,negative
2698,negative
2699,positive
2700,negative
2701,negative
2702,positive
2703,negative
2704,negative
2705,negative
2706,negative
2707,negative
2708,positive
2709,negative
2710,positive
2711,negative
2712,negative
2713,positive
2714,positive
2715,negative
2716,negative
2717,negative
2718,positive
2719,negative
2720,positive
2721,positive
2722,negative
2723,negative
2724,negative
2725,positive
2726,negative
2727,negative
2728,positive
2729,negative
2730,positive
2731,negative
2732,negative
2733,negative
2734,negative
2735,negative
2736,negative
2737,positive
2738,negative
2739,positive
2740,negative
2741,negative
2742,positive
2743,negative
2744,negative
2745,negative
2746,positive
2747,negative
2748,negative
2749,positive
2750,negative
2751,positive
2752,negative
2753,negative
2754,negative
2755,negative
2756,positive
2757,negative
2758,positive
2759,negative
2760,negative
2761,positive
2762,negative
2763,positive
2764,positive
2765,negative
2766,positive
2767,positive
2768,negative
2769,negative
2770,negative
2771,negative
2772,negative
2773,positive
2774,positive
2775,negative
2776,negative
2777,negative
2778,negative
2779,positive
2780,negative
2781,negative
2782,negative
2783,negative
2784,positive
2785,negative
2786,negative
2787,positive
2788,negative
2789,negative
2790,negative
2791,negative
2792,positive
2793,positive
2794,negative
2795,positive
2796,positive
2797,positive
2798,negative
2799,negative
2800,negative
2801,negative
2802,positive
2803,positive
2804,negative
2805,negative
2806,negative
2807,negative
2808,negative
2809,negative
2810,negative
2811,negative
2812,negative
2813,positive
2814,negative
2815,positive
2816,negative
2817,positive
2818,negative
2819,positive
2820,negative
2821,positive
2822,positive
2823,positive
2824,positive
2825,negative
2826,negative
2827,negative
2828,positive
2829,negative
2830,negative
2831,negative
2832,positive
2833,negative
2834,positive
2835,negative
2836,negative
2837,negative
2838,positive
2839,negative
2840,negative
2841,negative
2842,positive
2843,positive
2844,negative
2845,negative
2846,negative
2847,positive
2848,positive
2849,negative
2850,negative
2851,negative
2852,negative
2853,negative
2854,negative
2855,positive
2856,negative
2857,positive
2858,negative
2859,negative
2860,negative
2861,positive
2862,negative
2863,positive
2864,positive
2865,positive
2866,positive
2867,negative
2868,positive
2869,negative
2870,positive
2871,negative
2872,negative
2873,negative
2874,negative
2875,positive
2876,positive
2877,negative
2878,negative
2879,negative
2880,negative
2881,negative
2882,negative
2883,positive
2884,negative
2885,positive
2886,negative
2887,positive
2888,positive
2889,positive
2890,negative
2891,positive
2892,negative
2893,negative
2894,positive
2895,negative
2896,negative
2897,negative
2898,negative
2899,negative
2900,negative
2901,negative
2902,negative
2903,positive
2904,negative
2905,negative
2906,positive
2907,positive
2908,negative
2909,negative
2910,negative
2911,negative
2912,negative
2913,negative
2914,negative
2915,negative
2916,negative
2917,negative
2918,negative
2919,negative
2920,negative
2921,positive
2922,positive
2923,negative
2924,negative
2925,positive
2926,positive
2927,negative
2928,negative
2929,negative
2930,positive
2931,negative
2932,negative
2933,negative
2934,negative
2935,negative
2936,positive
2937,positive
2938,negative
2939,negative
2940,negative
2941,positive
2942,positive
2943,negative
2944,negative
2945,negative
2946,positive
2947,negative
2948,positive
2949,negative
2950,negative
2951,positive
2952,positive
2953,positive
2954,negative
2955,negative
2956,negative
2957,negative
2958,positive
2959,positive
2960,positive
2961,negative
2962,negative
2963,positive
2964,negative
2965,positive
2966,negative
2967,positive
2968,positive
2969,positive
2970,negative
2971,positive
2972,negative
2973,negative
2974,negative
2975,positive
2976,positive
2977,positive
2978,positive
2979,negative
2980,negative
2981,negative
2982,negative
2983,negative
2984,negative
2985,positive
2986,positive
2987,negative
2988,positive
2989,negative
2990,positive
2991,positive
2992,positive
2993,positive
2994,negative
2995,positive
2996,negative
2997,negative
2998,positive
2999,positive
3000,negative
3001,positive
3002,negative
3003,negative
3004,positive
3005,positive
3006,negative
3007,negative
3008,negative
3009,negative
3010,positive
3011,negative
3012,negative
3013,positive
3014,positive
3015,positive
3016,positive
3017,negative
3018,negative
3019,negative
3020,positive
3021,negative
3022,negative
3023,positive
3024,negative
3025,negative
3026,positive
3027,positive
3028,positive
3029,positive
3030,negative
3031,negative
3032,negative
3033,negative
3034,positive
